source_row_number,service_listing_id,location_id,organization_id,organization_name,service_id,service_name,taxonomy_code,taxonomy_name,description,phone,website,email,wheelchair_accessible,language,hours,address,city,province,postal_code,latitude,longitude,healthlinkbc_url,source_label,source_url
152,17648349,17646792,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400,Immunizations,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2503025000,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,540 Borland Street,Williams Lake,BC,V2G 1R8,52.129921,-122.138566,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646792,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
153,17648349,17646792,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400.2000,Flu Vaccines,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2503025000,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,540 Borland Street,Williams Lake,BC,V2G 1R8,52.129921,-122.138566,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646792,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
154,17648350,17646575,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400,Immunizations,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2505495700,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,1440 14th Avenue,Vernon,BC,V1B 2T1,50.251803,-119.248454,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646575,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
155,17648350,17646575,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400.2000,Flu Vaccines,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2505495700,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,1440 14th Avenue,Vernon,BC,V1B 2T1,50.251803,-119.248454,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646575,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
156,17648351,17646556,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400,Immunizations,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2504202200,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,20 23rd Avenue S,Cranbrook,BC,V1C 5V1,49.510746,-115.751151,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646556,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
157,17648351,17646556,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400.2000,Flu Vaccines,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2504202200,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,20 23rd Avenue S,Cranbrook,BC,V1C 5V1,49.510746,-115.751151,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646556,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
158,17648352,17646577,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400,Immunizations,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2508687070,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,505 Doyle Avenue,Kelowna,BC,V1Y 0C5,49.888762,-119.492542,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646577,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
159,17648352,17646577,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400.2000,Flu Vaccines,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2508687070,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,505 Doyle Avenue,Kelowna,BC,V1Y 0C5,49.888762,-119.492542,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646577,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
160,17648353,17646819,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400,Immunizations,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2504048000,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,12815 Atkinson Road,Summerland,BC,V0H 1Z0,49.601307,-119.668651,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646819,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
161,17648353,17646819,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400.2000,Flu Vaccines,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2504048000,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,12815 Atkinson Road,Summerland,BC,V0H 1Z0,49.601307,-119.668651,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646819,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
162,17648354,17646759,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400,Immunizations,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2506793312,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,825 Thompson Avenue,Chase,BC,V0E 1M0,50.818238,-119.685680,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646759,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
163,17648354,17646759,17646543,Interior Health,17648334,Immunization and Vaccines,LT-3400.2000,Flu Vaccines,"Provides immunizations for infants, children, youth, and adults. Immunization services are offered at public health units, various community locations, schools, and through community health professionals such a doctors and pharmacists. See website for more information including adult immunizations, influenza vaccines, COVID-19 immunization clinics, vaccine providers, travel immunization, and infant, child and youth immunization.",2506793312,https://www.interiorhealth.ca/services/immunization-services,,Y,English,,825 Thompson Avenue,Chase,BC,V0E 1M0,50.818238,-119.685680,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17648334&SiteResourceAgencyNum=17646759,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
